"","H9_E8_r1","H9_E8_r2","H9_L3i_r1","H9_L3i_r2","RUES02_E8","RUES02_L3i"
"MTCO1P49",0,0,4,0,0,0
"CPQ",552,504,446,1150,841,669
"ENSG00000283176",0,0,0,2,0,0
"DERL1",8715,11672,9323,10242,14169,11497
"LOC124902013",0,5,3,3,2,0
"MTFR1",14037,14216,12479,12417,12111,6152
"ENSG00000255000",2,2,2,0,6,2
"ENSG00000287332",15,5,43,39,15,2
"ENSG00000253372",7,9,17,5,4,20
"ENSG00000250563",0,0,6,7,0,3
"ENSG00000253541",2,11,4,6,24,18
"NREPP2",0,2,0,2,2,0
"ENSG00000253841",0,0,0,0,0,0
"ENSG00000287677",0,0,4,0,3,0
"CSMD3",688,265,264,81,914,156
"LY6K",1,10,0,2,3,0
"ENSG00000254348",0,0,0,0,0,0
"ENSG00000254431",0,1,0,0,1,4
"THEM6",2237,2044,1684,2848,1872,1381
"ENSG00000251218",0,0,0,0,0,0
"BAALC",16249,15531,23417,16563,24266,17129
"ENSG00000255325",0,0,2,2,1,1
"PSCA",26,50,14,13,60,19
"ENSG00000253949",0,0,0,0,2,0
"SNTB1",930,969,686,1592,707,1333
"ATP6V1H",7270,8328,6143,8349,13753,7254
"ENSG00000271048",0,0,0,0,0,0
"ENSG00000254183",0,0,0,0,0,0
"LOC105375888",0,0,0,0,0,0
"NACA4P",8,36,16,78,34,42
"ENSG00000286946",0,0,0,0,0,0
"ENSG00000254150",0,0,0,0,0,0
"RFPL4AP5",0,0,0,0,0,0
"ENSG00000253806",0,0,0,0,0,0
"ENSG00000250290",0,0,2,1,0,2
"RPL23AP56",0,0,0,0,0,2
"ENSG00000272456",0,1,0,0,2,0
"NSMCE2",3476,3166,3589,4101,4869,3717
"ENSG00000240919",0,0,0,4,3,4
"ENSG00000255366",0,0,0,12,0,0
"PENK",177,203,58,267,136,62
"LINC02844",0,0,1,4,0,0
"ENSG00000287479",2,0,0,0,0,0
"ENSG00000253282",0,0,0,0,12,2
"C8orf33",11232,12024,7795,10832,18230,12902
"ENSG00000272037",16,11,60,4,9,14
"RPL19P14",0,0,0,0,0,0
"ZFAT",2784,2690,2944,2812,4039,2763
"NTAQ1",2646,4253,5760,5377,2989,2873
"ENSG00000253923",4,0,0,0,0,0
"ENSG00000254332",19,28,6,22,70,56
"HAS2-AS1",36,44,17,29,67,161
"MTCO1P47",0,0,0,0,0,0
"ENSG00000253373",0,0,0,0,0,0
"LINC02855",0,0,0,0,0,1
"ENSG00000255122",22,7,10,10,12,7
"SFRP1",16610,11613,16984,51211,24679,34379
"TRIM55",26,6,15,68,29,28
"CRH",0,0,0,0,0,5
"TRIB1",8687,9200,7914,13742,24822,11742
"LOC100132280",6,0,0,0,0,0
"HAS2",166,198,298,821,1028,4226
"LINC00051",25,42,8,43,20,2
"ENSG00000254388",1,9,0,0,2,3
"ENSG00000253956",1,0,0,1,0,0
"ATAD2",8331,7657,6964,5163,15691,18028
"ENSG00000253122",0,0,0,0,0,0
"ENSG00000239872",0,0,0,0,0,0
"ENSG00000222589",0,0,0,0,0,0
"RN7SL318P",1,0,0,0,0,0
"LOC124900260",0,0,0,0,0,0
"RNA5SP251",0,0,0,0,0,0
"MIR4660",0,0,6,0,0,1
"RNU7-55P",0,0,0,0,0,0
"ENSG00000197334",0,0,0,0,0,0
"MIR124-1",0,0,0,0,0,0
"RN7SL178P",0,0,0,0,0,0
"LOC124900259",0,0,0,0,0,0
"RNU6-1151P",0,0,0,0,0,0
"RNU6-526P",0,0,0,0,0,0
"MIR4286",0,0,0,0,0,0
"RNA5SP252",0,0,0,0,0,0
"RNU6-682P",0,0,0,0,0,0
"MIR5692A2",0,0,0,0,0,0
"MIR1322",0,0,0,0,0,1
"RNU6-729P",0,1,0,0,0,0
"MIR3926-1",0,0,0,0,0,0
"MIR597",0,0,0,1,0,0
"MIR3926-2",0,0,0,0,0,0
"ENSG00000200630",0,0,0,0,0,0
"RNA5SP255",0,0,0,0,0,0
"RN7SL474P",0,0,0,0,1,0
"RNU6-892P",1,0,0,0,1,5
"MIR598",0,0,0,0,0,0
"RNU6-842P",0,0,0,0,0,0
"LOC124900256",0,0,0,0,0,0
"LOC124900262",0,0,0,0,0,0
"RNU6-336P",0,0,0,0,0,0
"RNU7-153P",0,0,0,0,0,0
"ENSG00000206950",0,0,0,0,0,0
"RNU6-397P",0,0,0,0,0,0
"MIR383",0,0,0,0,0,0
"MIR6876",0,0,0,0,0,0
"RNU4-71P",0,0,0,0,0,0
"MIR3148",0,0,0,0,0,0
"RN7SL621P",0,0,0,0,0,0
"RNU6-1218P",0,0,0,0,0,0
"RNA5SP260",0,0,4,0,0,0
"LOC124900261",0,0,0,0,1,0
"MIR548H4",0,0,0,0,0,0
"RNA5SP258",0,0,0,0,0,0
"RN7SL457P",0,0,0,0,0,0
"RNU6-528P",0,0,0,0,0,1
"RNU6-533P",4,0,0,0,0,0
"SNORD65B",0,0,0,0,0,0
"ENSG00000276685",0,0,0,0,0,0
"RNU6-295P",0,0,0,0,0,0
"RN7SKP32",0,0,0,0,0,0
"RNU6-356P",0,0,0,0,0,0
"SNORD13",2,3,0,0,0,1
"RNA5SP257",0,0,0,0,0,0
"RNA5SP531",0,0,0,0,0,0
"ENSG00000199640",0,0,0,0,0,0
"RNU6ATAC32P",2,1,10,2,4,3
"LOC124902078",0,0,0,0,0,0
"MIR548AO",0,0,0,0,0,0
"RNU6-895P",0,0,0,0,0,0
"RNU6-1331P",2,1,0,1,0,2
"ENSG00000276353",0,0,0,0,0,0
"RNU6-819P",0,0,0,0,0,0
"RNA5SP265",0,0,0,0,0,0
"RNU4-50P",2,0,0,0,0,0
"RNA5SP267",0,0,0,0,0,0
"RN7SKP135",0,0,0,0,0,0
"RNU6-596P",0,0,0,0,0,0
"RNU6-13P",2,0,4,0,0,0
"RN7SL675P",0,0,14,0,0,0
"ENSG00000252210",4,0,1,0,1,0
"RNU1-101P",2,0,0,0,0,0
"ENSG00000200714",12,17,28,14,8,7
"RNA5SP266",0,0,0,0,0,0
"LOC124900267",0,0,0,0,0,0
"RN7SKP29",2,0,10,0,0,0
"ENSG00000277740",80,15,8,4,68,36
"MIR124-2",0,0,0,0,1,0
"RN7SL19P",2,0,2,2,0,0
"RNU6-656P",0,0,0,0,0,0
"RN7SL203P",0,0,0,0,0,0
"ENSG00000223220",0,1,0,0,0,0
"RNA5SP271",0,0,0,0,0,0
"RNU7-174P",8,0,1,0,0,0
"LOC124900264",0,0,2,0,0,0
"RNA5SP269",3,0,0,0,0,0
"RNU7-102P",0,0,0,0,0,0
"RNU6-1213P",0,0,0,0,0,0
"RNA5SP270",0,1,0,0,0,0
"RNU2-54P",0,0,0,0,0,0
"RNA5SP272",0,0,0,0,0,0
"ENSG00000277604",0,0,0,0,0,0
"SNORA1B",0,2,1,0,0,0
"MIR8084",0,0,0,0,0,0
"MIR5708",0,0,0,0,0,0
"RNY3P14",0,0,0,0,0,0
"RNU6-1040P",0,0,0,0,0,0
"RNU6-1172P",0,0,0,0,0,0
"RNU6-690P",0,0,0,0,0,0
"MIR378D2",0,0,0,0,0,0
"RN7SL685P",0,0,0,0,0,0
"RNU6-1220P",0,0,0,0,0,0
"RNU6-703P",8,4,14,3,12,3
"SNORD3H",0,0,0,0,0,0
"RNA5SP274",0,0,0,0,0,0
"RN7SL563P",0,0,0,0,0,0
"RNU6-748P",0,0,0,0,0,0
"RN7SKP231",0,0,2,0,4,0
"RN7SL41P",0,0,0,0,0,0
"ENSG00000276673",0,0,0,0,0,0
"SNORA72",0,0,0,0,0,0
"ENSG00000202310",1,0,0,0,0,0
"ENSG00000199667",2,2,0,0,1,0
"MIR3151",0,0,0,0,0,0
"SNORD77B",0,0,0,0,0,0
"RNU6ATAC8P",3,2,0,0,0,0
"ENSG00000202399",7,17,0,1,11,6
"ENSG00000221753",0,0,0,0,0,0
"RNU6-914P",0,0,0,0,0,0
"RNU6-1224P",0,0,0,0,0,0
"ENSG00000206719",0,0,0,0,0,0
"MIR5680",0,0,0,0,0,0
"ENSG00000275041",0,4,1,0,2,2
"RNA5SP275",0,0,0,0,0,0
"MIR4471",0,0,0,0,0,0
"RNA5SP276",0,0,0,0,0,0
"RNU6-12P",0,0,2,0,2,0
"LOC124900266",0,0,0,0,0,0
"RN7SKP155",0,0,0,0,0,0
"RNU7-67P",2,0,0,0,2,0
"RNA5SP273",0,0,0,0,0,0
"RN7SL228P",0,0,0,0,0,0
"RN7SL329P",0,12,2,2,0,2
"RN7SL826P",0,0,0,0,0,0
"MIR2053",0,0,0,0,0,0
"RN7SKP226",0,0,0,0,0,0
"RNU6-875P",0,0,3,0,1,2
"ENSG00000276193",0,0,0,0,0,0
"MIR548AZ",0,0,0,0,0,0
"MIR548D1",0,0,0,0,0,0
"ENSG00000252158",0,0,0,0,0,0
"ENSG00000202360",1,0,0,0,4,0
"ENSG00000244642",0,0,0,0,0,0
"ENSG00000252852",0,0,0,0,0,0
"MIR30B",0,0,0,0,0,0
"MIR548AA1",0,0,0,0,0,0
"MIR30D",0,0,0,0,0,0
"RNU4-83P",0,0,0,0,0,0
"ENSG00000199732",0,0,0,0,0,0
"RNA5SP277",0,0,0,0,0,0
"LOC124902079",0,0,0,0,0,0
"LOC124900268",0,0,0,0,0,0
"LOC124902105",0,7,3,0,4,0
"MIR4472-1",0,0,0,0,1,0
"RNU4-37P",0,0,0,0,0,0
"MIR7848",0,0,0,0,0,0
"MIR3149",2,1,7,0,1,0
"MIR1208",0,0,0,0,0,0
"MIR1302-7",0,0,0,0,0,0
"LOC124902081",0,0,0,0,0,0
"RNU6-442P",0,0,0,0,0,0
"RN7SL260P",0,0,0,0,0,0
"RNU6-220P",0,0,0,0,0,0
"ENSG00000276140",0,0,0,0,0,0
"ENSG00000277732",0,0,0,0,0,0
"ENSG00000278454",0,0,0,0,0,0
"ENSG00000271555",7,2,23,0,1,4
"NPBWR1",30,61,86,26,47,72
"ENSG00000248911",0,0,0,0,0,0
"PLPP5",2350,3220,4250,3154,2824,2497
"NSD3",23325,18526,27311,14519,35471,26375
"ENSG00000255487",3,0,0,0,7,6
"ENSG00000254898",0,0,4,0,0,0
"ENSG00000272092",180,107,80,18,259,55
"ENSG00000272159",5,2,2,4,0,5
"ENSG00000255201",3,0,3,0,0,1
"ENSG00000239218",18,30,58,22,61,49
"LINC03042",4,3,29,10,0,1
"ENSG00000253570",94,574,67,517,2139,1514
"ENSG00000254321",0,0,1,1,0,0
"ENSG00000207258",0,0,0,0,0,0
"LOC105375781",0,0,0,0,1,4
"C8orf17",4,0,0,0,2,0
"ENSG00000278324",0,0,0,0,0,0
"MIR1205",0,0,0,0,0,0
"RNVU1-32",0,0,0,0,0,0
"MIR1206",0,0,0,0,0,0
"ENSG00000278275",0,0,1,0,0,0
"RNU4-25P",0,0,0,0,0,0
"MIR1207",0,0,0,0,0,0
"LINC02912",0,0,2,0,0,0
"ENSG00000269954",0,1,2,0,4,0
"LINC00208",0,0,0,0,0,0
"ENSG00000227203",5,11,23,16,27,24
"FDFT1",20565,23862,43123,34642,20662,28133
"ENSG00000255046",61,29,21,17,107,39
"ENSG00000255144",0,0,6,0,2,0
"RNA5SP264",2,0,1,0,0,0
"MRPS7P1",0,0,2,2,0,0
"RPL26P25",0,0,0,0,1,0
"ENSG00000219491",862,938,1489,637,749,90
"ENSG00000254238",4,7,6,2,5,2
"ENSG00000253712",0,0,2,0,2,0
"HIGD1AP6",0,0,0,0,0,0
"ENSG00000254023",1,5,0,1,3,2
"CASC9",915,531,441,643,328,173
"CCN4",4,0,0,10,49,6
"RPL32P20",0,0,4,2,0,0
"DPPA3P7",0,0,0,0,0,0
"CYP11B1",0,2,0,0,0,0
"TTI2",1748,2271,1640,2242,3380,2648
"PDE7A",5449,5892,4989,4979,10090,9889
"SPAG1",593,541,218,265,686,918
"STMN2",47595,50830,30432,68568,208880,73448
"NEIL2",2897,5496,2738,4942,10685,7448
"JPH1",1524,1436,3278,2136,2579,540
"ENSG00000253596",51,22,34,34,53,13
"ENSG00000207417",0,0,0,0,0,0
"MIR5681A",0,0,0,0,0,0
"MIR5681B",0,0,0,0,0,0
"MIR2052HG",2,0,5,2,7,0
"ENSG00000253341",124,930,260,1201,928,1077
"ENSG00000254080",0,0,4,17,0,0
"MIR2052",0,0,0,0,0,0
"ENSG00000253777",0,0,0,0,0,0
"MTUS1-DT",18,10,5,1,2,4
"ENSG00000253671",52,11,0,0,0,2
"FGL1",0,2,0,2,0,0
"ENSG00000253215",0,0,0,0,0,0
"ENSG00000254054",0,0,2,0,1,0
"ASAH1",19493,18874,23028,30779,26169,13089
"ENSG00000253384",2,12,3,0,6,0
"ENSG00000286542",10,12,6,1,30,9
"MTND4LP26",0,0,0,0,0,0
"ENSG00000237810",0,0,0,0,0,0
"ENSG00000285971",8,2,6,19,13,19
"ENSG00000254050",0,0,0,0,0,0
"ENSG00000253975",0,0,0,0,0,0
"ENSG00000287105",0,2,6,0,4,0
"XRCC6P4",4,6,0,0,2,1
"SRPK2P1",0,3,2,4,1,8
"ENSG00000240915",6,4,0,1,10,9
"ENSG00000253121",12,0,10,4,3,2
"TTPA",264,281,335,252,493,642
"ENSG00000253555",0,0,0,3,0,2
"YTHDF3",16291,16532,15714,12627,24096,26014
"ENSG00000261542",60,85,20,60,44,100
"RN7SL135P",0,0,0,0,0,0
"ENSG00000253706",6,4,19,41,2,0
"PI15",8,4,20,2,14,86
"ENSG00000254043",0,2,4,0,0,0
"GDAP1",12031,8739,4515,3894,17067,5919
"NEFL",21944,11404,1201,5136,32552,7596
"MIR6841",0,0,0,0,2,0
"ENSG00000253832",2,0,0,0,2,0
"ENSG00000288055",2,0,0,0,1,2
"ENSG00000253225",0,0,0,0,0,0
"RN7SKP206",0,0,0,0,0,0
"ENSG00000253926",0,0,0,0,0,0
"MIR3686",0,0,0,0,0,0
"ENSG00000285108",0,0,0,2,0,0
"ENSG00000224110",0,0,0,0,0,0
"GSDMC",0,0,2,0,0,0
"MIR7112",0,0,0,0,0,0
"SCX",213,154,129,238,141,142
"HSF1",12177,17260,18908,20981,20214,19788
"DGAT1",5534,5982,3721,5583,8447,5273
"ENSG00000254690",0,0,0,0,0,0
"MIR6848",0,3,0,1,2,0
"SCRT1",6077,4285,1652,4358,22774,7005
"ENSG00000271698",0,0,0,0,0,0
"FBXL6",1449,900,592,402,2204,1187
"ADCK5",1298,753,129,296,1410,726
"CPSF1",20656,18915,17116,16297,40528,32349
"MIR939",0,0,0,0,0,0
"MIR1234",0,0,0,0,0,0
"MIR6849",0,0,0,0,0,0
"ENSG00000272115",52,26,7,1,62,40
"SLC39A4",340,182,26,5,420,6
"VPS28",17052,16776,6275,12148,21939,14080
"BOP1",6207,4848,3392,4229,12843,7360
"SLC52A2",3157,3616,3933,4208,5856,5757
"NAT1",271,242,239,270,473,700
"ENSG00000253937",0,0,0,0,0,0
"RPL10AP11",4,0,2,4,8,2
"ENSG00000285624",0,0,0,0,2,0
"ENSG00000271654",0,2,0,0,4,0
"ENSG00000250494",0,0,0,0,0,0
"ENSG00000254687",16,2,4,17,23,13
"ENSG00000260484",0,0,0,0,4,17
"ENSG00000274295",0,0,0,0,0,0
"SLC45A4",7530,5522,4035,3332,6716,4187
"ENSG00000280035",2,0,6,0,0,6
"ENSG00000253307",1,4,0,0,4,3
"SLC45A4-AS1",0,4,10,0,0,0
"ENSG00000254197",0,0,0,0,0,0
"ENSG00000254291",4,10,0,0,4,0
"LINC01300",0,4,0,5,2,0
"ENSG00000261655",0,2,4,3,34,16
"GPR20",4,0,0,6,23,4
"ASTILCS",334,306,43,107,93,13
"ENSG00000271959",150,257,272,85,57,16
"LOC124900270",2,1,16,1,2,0
"ENSG00000253605",8,37,267,30,21,33
"RN7SL798P",0,2,2,0,0,0
"RN7SL323P",0,0,0,0,0,0
"ENSG00000236814",69,63,26,27,81,54
"SNORD54",0,0,0,0,0,0
"ENSG00000253603",28,8,0,9,4,4
"ENSG00000248578",0,12,0,10,18,10
"MOS",0,0,0,0,0,0
"LOC124900263",0,0,0,0,0,0
"PLAG1",4358,3776,5012,3148,4695,6996
"CHCHD7",4591,4626,2065,2142,4726,4987
"ENSG00000272343",70,81,17,20,77,94
"ENSG00000254216",0,0,0,0,0,0
"NDRG1",5765,5531,5984,4564,16276,10635
"CA1",1,5,1,2,4,0
"SMIM19",4580,4004,910,2250,4198,3061
"TRPS1",2573,2475,2866,1856,3543,4019
"PPP3CC",1181,1373,1440,1591,2598,2154
"ENSG00000254673",0,0,0,0,0,0
"FNTA",9250,8348,6411,6483,10043,8691
"RNU1-124P",0,0,7,1,0,0
"ENSG00000254198",0,0,0,0,0,0
"HGSNAT",7841,9745,3308,5905,16311,11902
"VN1R46P",0,0,0,0,0,0
"ENSG00000253884",0,0,0,0,0,0
"ENSG00000255166",0,0,0,0,0,0
"ENSG00000253312",0,0,0,0,0,0
"ENSG00000253186",0,0,0,0,0,0
"ENSG00000253606",0,4,0,0,6,4
"ENSG00000234713",0,0,0,0,0,0
"ENSG00000253707",0,0,0,0,0,0
"POTEA",0,0,0,0,0,0
"RNU6-104P",0,0,0,0,0,0
"ENSG00000255497",0,0,0,0,0,0
"ENSG00000254342",0,0,0,0,0,0
"LOC124902100",0,0,0,0,0,0
"PPDPFL",0,2,0,0,0,0
"DLGAP2",546,184,100,78,406,33
"POMK",4985,10581,3528,7504,9740,8437
"PHF20L1",10512,6384,9384,5298,11333,8524
"ENPP2",21347,17547,15323,42823,10779,18468
"LETM2",849,902,495,593,1384,755
"FER1L6",8,0,5,0,22,8
"TCF24",1561,810,530,286,247,143
"LOC100288001",6,10,4,2,12,14
"COPS5",7593,7042,3980,4460,10404,6591
"RNA5SP268",0,0,0,0,0,0
"ENSG00000250869",0,0,4,0,2,0
"ARFGEF1",15035,10966,8891,6860,22084,11555
"ENSG00000287214",4,1,8,8,10,0
"ARFGEF1-DT",420,161,109,84,213,95
"ZNF707",1936,1578,1785,1372,3505,2797
"ENSG00000181097",96,136,133,152,149,177
"CCDC166",0,0,10,0,4,0
"ENSG00000254574",0,0,0,0,0,0
"MAPK15",188,205,51,99,284,216
"ENSG00000254548",0,0,0,3,0,0
"FAM83H",1087,767,191,363,3562,2997
"MIR4664",13,1,3,0,46,26
"ENSG00000254973",4,8,4,1,26,11
"SCRIB",25540,23503,25144,22694,41038,37890
"MIR937",0,0,0,0,0,0
"ENSG00000287222",872,796,225,278,1489,938
"ENSG00000255343",7,0,0,0,3,1
"NRBP2",3294,2774,1596,1582,3334,2821
"MIR6845",0,0,0,0,0,0
"ENSG00000285599",0,1,0,0,0,0
"EPPK1",408,66,48,32,1210,341
"ENSG00000288096",182,133,69,45,103,72
"MIR661",0,0,4,0,0,0
"PARP10",5913,4740,1977,2998,5404,3591
"GRINA",37767,66117,36948,54131,73894,44873
"SPATC1",2,2,0,0,0,3
"OPLAH",615,479,155,253,1279,846
"MIR6846",0,0,0,0,0,0
"MIR6847",0,0,0,0,0,0
"CYC1",18164,17791,10822,16563,23266,17574
"SHARPIN",7284,7811,4024,6456,9601,8146
"MAF1",23995,22057,20329,20259,27680,28276
"WDR97",174,44,122,12,107,61
"HGH1",3137,3316,773,1500,5318,3506
"TSSK5P",369,112,303,91,373,538
"ENSG00000254307",0,0,0,0,0,0
"INTS8",6874,6811,3200,3918,8851,8004
"ENSG00000272509",27,42,27,27,27,29
"LOC100128548",0,0,2,1,0,1
"TP53INP1",8148,9388,5259,5714,12901,7188
"ENSG00000253528",2,10,2,2,8,2
"VCPIP1",4782,4358,8745,5452,7399,8268
"ENSG00000201365",0,0,0,0,0,0
"C8orf44",278,298,162,149,573,260
"C8orf44-SGK3",0,1,0,1,1,1
"SGK3",832,1001,399,622,508,581
"PTTG3P",0,0,0,0,4,2
"MCMDC2",61,91,61,65,67,43
"SNORD87",0,0,0,0,0,0
"FBXO25",4748,3790,1261,1446,5312,3637
"ENSG00000272293",7,26,12,25,25,34
"ENSG00000279852",5,4,2,0,14,4
"TRHR",92,67,14,32,276,123
"ENSG00000250267",4,2,2,0,12,1
"ENY2",25260,20355,8074,9855,20288,17529
"ENSG00000254185",0,0,0,0,2,0
"NUDCD1",5570,3101,3378,3137,5156,4204
"ENSG00000254364",0,0,0,0,0,0
"ANKRD46",15678,8480,4671,7521,12139,6430
"GAPDHP62",7,2,0,0,5,1
"SNX31",6,19,635,83,11,14
"LOC105375671",0,0,10,0,0,0
"RNU6-1092P",1,0,0,0,0,0
"MIR7705",0,0,0,0,0,0
"RNU6ATAC41P",0,0,0,0,0,0
"ENSG00000202001",0,0,0,0,0,0
"RPS20P23",0,0,0,0,0,0
"PABPC1",95582,165501,243425,235737,177318,201246
"IKBKB-DT",15,9,0,0,8,2
"RPL5P23",20,22,42,39,23,19
"AURKBP1",0,0,6,0,2,0
"ENSG00000253754",0,0,7,0,0,1
"ENSG00000243287",0,0,0,0,4,0
"EMC2",5063,3784,2253,2457,4730,3213
"LOC101060000",2,0,0,0,0,0
"ENSG00000275078",0,0,0,0,0,0
"KCNK9",499,448,128,428,666,1541
"ENSG00000274064",0,0,10,0,0,0
"ENSG00000259891",378,561,284,218,823,398
"CHRAC1",2421,3524,1461,2378,4907,7907
"EIF3E",90859,55355,80375,64996,52821,57069
"RPS20",107171,130182,133276,167808,133651,156046
"CTSB",43228,45241,41786,61407,58829,46149
"ENSG00000253586",2,0,0,0,0,2
"ENSG00000253829",8,10,21,4,3,2
"PLEKHA2",3680,4531,2422,3978,4016,7391
"ENSG00000253645",0,0,0,0,0,0
"HTRA4",5,0,0,4,0,0
"TM2D2",4965,5457,3428,3728,6335,5269
"SNORD38D",0,0,2,0,0,0
"ADAM32",27,9,47,11,25,5
"ENSG00000243095",0,0,0,0,0,2
"LOC100420403",0,0,0,0,0,0
"ENSG00000260838",1186,1642,372,707,2525,1177
"TERF1",8289,7363,5070,4631,7854,7934
"RNU6-285P",0,0,0,0,0,0
"ENSG00000272254",10,0,0,0,1,1
"ENSG00000253636",83,30,198,40,70,61
"GGH",12285,10835,6640,9258,13982,15401
"CSPP1",3998,3679,3531,2836,4880,4161
"KAT6A",23353,20506,32356,17781,42676,39666
"LOC124900271",0,0,0,0,1,0
"RPL17P30",0,0,0,0,0,0
"ENSG00000253135",2,0,0,1,0,0
"ENSG00000271938",6,15,3,21,51,36
"ENSG00000261449",6,10,24,2,7,7
"AP3M2",6296,6314,3027,4914,10162,7471
"PLAT",814,480,213,455,396,322
"POLB",6826,5727,4074,6080,8715,4882
"DKK4",2,8,7,0,14,11
"VDAC3",21407,19451,5531,7514,26359,17081
"ENSG00000237586",0,0,0,2,3,2
"TYW2",2497,2463,1030,1569,3598,3274
"RNF139",8581,6347,4828,4937,5889,8369
"TATDN1",4115,2818,2850,2831,3037,2648
"ENSG00000253106",196,203,178,157,288,368
"MIR6844",0,0,0,0,0,0
"NDUFB9",7605,12182,6144,9096,14953,10356
"MTSS1",9490,10422,7006,8313,11683,5266
"MIR4662B",0,0,0,0,0,0
"MIR4662A",0,0,0,0,0,0
"MRS2P1",0,0,0,0,0,0
"GSR",9734,10707,7177,8934,13331,10136
"UBXN8",952,860,495,643,1070,961
"HIKESHIP3",0,0,0,0,0,0
"PPP2CB",14341,17457,16037,21793,21953,20746
"TEX15",517,278,119,128,781,577
"ENSG00000253204",2,0,2,3,0,1
"ENSG00000287095",2,0,0,0,0,0
"TMEM71",6,3,2,1,2,0
"ADAM9",9137,7652,5393,7143,7425,5547
"NKAIN3",4674,6217,2684,4044,11188,11293
"DENND3",1325,876,1345,748,1979,1656
"IQANK1",80,102,42,37,335,390
"SAMD12",3127,3072,2132,2124,4745,1718
"SLC39A14",3970,5257,11561,10556,8795,8802
"NPM2",1406,995,384,537,1166,348
"FGF17",275,105,495,122,60,76
"FHIP2B",9154,7367,4245,3436,9071,6524
"NUDT18",1419,1243,772,884,1667,1017
"HR",7616,5357,3588,4629,9605,1849
"REEP4",1971,2824,1375,2216,4046,4034
"LGI3",334,244,234,342,248,142
"BMP1",2974,2699,5044,3339,6952,5869
"ENSG00000285881",0,2,11,0,0,0
"PHYHIP",140,156,416,559,466,413
"POLR3D",5097,6147,14907,6559,9513,6443
"ENSG00000254064",74,79,436,193,164,117
"PIWIL2",62,114,523,77,41,40
"ENSG00000241026",2,1,0,0,0,0
"ENSG00000253415",0,0,0,4,2,0
"MRPL57P7",0,0,0,0,0,0
"RN7SKP85",0,0,1,0,0,0
"ENSG00000271930",2,1,0,0,0,0
"ENSG00000229625",0,1,1,0,0,0
"ENSG00000253180",7,0,16,1,15,6
"ENSG00000253562",0,1,0,0,0,0
"ENSG00000253532",0,1,1,0,0,0
"ENSG00000236583",0,2,16,2,0,0
"ENSG00000237704",0,0,2,0,0,0
"LOC100420057",0,0,0,0,4,0
"ENSG00000206699",0,0,0,0,0,0
"MIR599",0,0,0,0,0,0
"MIR875",0,0,0,0,0,0
"RN7SL350P",0,0,0,0,0,0
"ENSG00000235683",0,2,4,2,0,4
"ENSG00000253539",8,0,4,0,0,0
"ENSG00000253912",0,0,0,0,0,1
"COX6C",13056,12396,4274,7980,14101,8717
"ENSG00000287952",0,0,0,0,1,0
"RMDN1",6690,5523,1757,2447,6887,4165
"NTAN1P2",2,10,21,5,8,8
"ENSG00000254088",6,4,0,1,1,0
"CPNE3",10472,10960,9838,9485,16991,17769
"MIOXP1",16,14,6,11,6,2
"ENSG00000233915",0,0,0,0,0,0
"ENSG00000254115",2,0,0,0,2,0
"ENSG00000253778",12,2,0,0,4,2
"ENSG00000253568",0,0,0,0,0,0
"GOLGA2P1",0,0,0,0,0,0
"OR7E96P",0,0,0,0,0,0
"VPS51P16",0,0,0,0,0,0
"ENSG00000284603",0,1,0,0,0,1
"ENSG00000284606",31,32,37,32,50,23
"ENSG00000284661",0,0,0,1,2,0
"ENSG00000255459",0,0,0,0,0,0
"MIR548I3",0,0,0,0,0,0
"RPS3AP31",0,0,0,0,0,0
"SNRPCP17",0,0,0,0,0,0
"ENPP7P1",0,0,0,0,0,0
"ENSG00000253893",29,25,44,19,49,37
"ENSG00000268955",6,0,6,0,0,0
"CNGB3",3169,1445,189,1148,338,918
"SFTPC",0,2,4,2,0,0
"SLC16A14P1",0,0,0,0,0,0
"ENSG00000254021",0,0,1,0,0,1
"ENSG00000253582",12,10,0,0,8,4
"ENSG00000253676",6,24,13,12,15,8
"RNU7-84P",0,1,4,0,0,3
"ABRA",4,0,0,10,0,0
"FZD3",28763,29769,20845,16509,37408,32768
"MIR4288",0,0,0,0,0,0
"RNA5SP259",0,0,2,0,2,0
"EXTL3-AS1",236,111,87,24,108,37
"INTS9",3123,3947,854,1535,5628,4301
"ENSG00000254034",10,8,89,4,27,14
"RPL36AP32",4,0,9,0,0,0
"ENSG00000273710",0,0,0,0,0,0
"IKBKB",4179,3298,1965,1379,3961,2741
"RPL17P32",0,0,0,0,0,0
"ENSG00000251003",0,1,0,3,12,1
"ENSG00000253420",0,0,0,0,0,0
"ENSG00000254141",0,0,16,0,0,1
"RPL12P24",0,0,0,0,0,0
"ENSG00000253526",4,0,0,0,0,0
"ENSG00000201627",0,0,0,0,0,0
"OXR1",20117,13952,16413,12198,16469,11350
"ENSG00000275905",0,0,0,0,0,0
"ENSG00000287289",8,3,0,0,4,18
"HMGB1P46",0,0,0,0,0,0
"ENSG00000287208",0,0,2,0,0,0
"ENSG00000286766",0,0,0,0,0,2
"PTP4A3",91568,99526,47186,80121,39463,19578
"LOC124902031",19,42,195,68,10,6
"SDR16C5",8,12,28,54,0,4
"CCNE2",716,515,195,109,877,666
"OR4F21",0,0,0,0,0,0
"NKX2-6",4,2,0,2,2,2
"TDRP",2765,2360,2938,2429,3136,3058
"LRP12",9345,8176,6535,5829,9855,5707
